time,day,road_id,vehicles
07:45,Monday,R102,471
07:45,Monday,R103,668
07:45,Monday,R104,358
07:45,Monday,R105,400
07:45,Monday,R106,279
07:45,Monday,R107,318
07:45,Monday,R108,229
07:45,Monday,R109,385
07:45,Monday,R110,434
07:45,Monday,R111,247
07:45,Monday,R112,513
08:00,Monday,R101,717
08:00,Monday,R102,539
08:00,Monday,R103,744
08:00,Monday,R104,503
08:00,Monday,R105,470
08:00,Monday,R106,312
08:00,Monday,R107,293
08:00,Monday,R108,312
08:00,Monday,R109,458
08:00,Monday,R110,576
08:00,Monday,R111,386
08:00,Monday,R112,617
08:15,Monday,R101,812
08:15,Monday,R102,677
08:15,Monday,R103,872
08:15,Monday,R104,579
08:15,Monday,R105,486
08:15,Monday,R106,372
08:15,Monday,R107,375
08:15,Monday,R108,360
08:15,Monday,R109,578
08:15,Monday,R110,642
08:15,Monday,R111,395
08:15,Monday,R112,745
08:30,Monday,R101,1036
08:30,Monday,R102,768
08:30,Monday,R103,1068
08:30,Monday,R104,617
08:30,Monday,R105,571
08:30,Monday,R106,485
08:30,Monday,R107,450
08:30,Monday,R108,405
08:30,Monday,R109,748
08:30,Monday,R110,732
08:30,Monday,R111,524
08:30,Monday,R112,885
08:45,Monday,R101,1297
08:45,Monday,R102,936
08:45,Monday,R103,1186
08:45,Monday,R104,788
08:45,Monday,R105,724
08:45,Monday,R106,557
08:45,Monday,R107,486
08:45,Monday,R108,508
08:45,Monday,R109,851
08:45,Monday,R110,769
08:45,Monday,R111,540
08:45,Monday,R112,927
09:00,Monday,R101,1323
09:00,Monday,R102,1012
09:00,Monday,R103,1451
09:00,Monday,R104,860
09:00,Monday,R105,850
09:00,Monday,R106,553
09:00,Monday,R107,533
09:00,Monday,R108,555
09:00,Monday,R109,938
09:00,Monday,R110,939
09:00,Monday,R111,583
09:00,Monday,R112,1149
09:15,Monday,R101,1389
09:15,Monday,R102,1115
09:15,Monday,R103,1527
09:15,Monday,R104,908
09:15,Monday,R105,850
09:15,Monday,R106,618
09:15,Monday,R107,635
09:15,Monday,R108,641
09:15,Monday,R109,975
09:15,Monday,R110,1057
09:15,Monday,R111,691
09:15,Monday,R112,1227
09:30,Monday,R101,1575
09:30,Monday,R102,1108
09:30,Monday,R103,1574
09:30,Monday,R104,965
09:30,Monday,R105,1015
09:30,Monday,R106,698
09:30,Monday,R107,662
09:30,Monday,R108,667
09:30,Monday,R109,1093
09:30,Monday,R110,1096
09:30,Monday,R111,781
09:30,Monday,R112,1414
09:45,Monday,R101,1612
09:45,Monday,R102,1182
09:45,Monday,R103,1666
09:45,Monday,R104,956
09:45,Monday,R105,906
09:45,Monday,R106,772
09:45,Monday,R107,767
09:45,Monday,R108,682
09:45,Monday,R109,1178
09:45,Monday,R110,1171
09:45,Monday,R111,903
09:45,Monday,R112,1500
10:00,Monday,R101,1666
10:00,Monday,R102,1178
10:00,Monday,R103,1588
10:00,Monday,R104,1092
10:00,Monday,R105,952
10:00,Monday,R106,690
10:00,Monday,R107,703
10:00,Monday,R108,666
10:00,Monday,R109,1254
10:00,Monday,R110,1217
10:00,Monday,R111,804
10:00,Monday,R112,1545
10:15,Monday,R101,1658
10:15,Monday,R102,1166
10:15,Monday,R103,1803
10:15,Monday,R104,1092
10:15,Monday,R105,927
10:15,Monday,R106,721
10:15,Monday,R107,686
10:15,Monday,R108,647
10:15,Monday,R109,1196
10:15,Monday,R110,1254
10:15,Monday,R111,743
10:15,Monday,R112,1464
10:30,Monday,R101,1536
10:30,Monday,R102,1137
10:30,Monday,R103,1572
10:30,Monday,R104,980
10:30,Monday,R105,934
10:30,Monday,R106,670
10:30,Monday,R107,692
10:30,Monday,R108,659
10:30,Monday,R109,1086
10:30,Monday,R110,1062
10:30,Monday,R111,740
10:30,Monday,R112,1414
10:45,Monday,R101,1509
10:45,Monday,R102,1034
10:45,Monday,R103,1509
10:45,Monday,R104,980
10:45,Monday,R105,805
10:45,Monday,R106,665
10:45,Monday,R107,617
10:45,Monday,R108,630
10:45,Monday,R109,986
10:45,Monday,R110,949
10:45,Monday,R111,656
10:45,Monday,R112,1276
11:00,Monday,R101,1355
11:00,Monday,R102,941
11:00,Monday,R103,1399
11:00,Monday,R104,793
11:00,Monday,R105,789
11:00,Monday,R106,557
11:00,Monday,R107,560
11:00,Monday,R108,557
11:00,Monday,R109,887
11:00,Monday,R110,924
11:00,Monday,R111,672
11:00,Monday,R112,1124
11:15,Monday,R101,1232
11:15,Monday,R102,823
11:15,Monday,R103,1229
11:15,Monday,R104,804
11:15,Monday,R105,626
11:15,Monday,R106,503
11:15,Monday,R107,525
11:15,Monday,R108,486
11:15,Monday,R109,827
11:15,Monday,R110,813
11:15,Monday,R111,572
11:15,Monday,R112,1013
11:30,Monday,R101,1086
11:30,Monday,R102,760
11:30,Monday,R103,1052
11:30,Monday,R104,638
11:30,Monday,R105,600
11:30,Monday,R106,443
11:30,Monday,R107,452
11:30,Monday,R108,413
11:30,Monday,R109,709
11:30,Monday,R110,796
11:30,Monday,R111,517
11:30,Monday,R112,870
11:45,Monday,R101,929
11:45,Monday,R102,627
11:45,Monday,R103,798
11:45,Monday,R104,524
11:45,Monday,R105,480
11:45,Monday,R106,379
11:45,Monday,R107,376
11:45,Monday,R108,401
11:45,Monday,R109,600
11:45,Monday,R110,619
11:45,Monday,R111,444
11:45,Monday,R112,677
12:00,Monday,R101,753
12:00,Monday,R102,557
12:00,Monday,R103,687
12:00,Monday,R104,487
12:00,Monday,R105,457
12:00,Monday,R106,318
12:00,Monday,R107,332
12:00,Monday,R108,358
12:00,Monday,R109,498
12:00,Monday,R110,538
12:00,Monday,R111,346
12:00,Monday,R112,608
12:15,Monday,R101,653
12:15,Monday,R102,430
12:15,Monday,R103,616
12:15,Monday,R104,369
12:15,Monday,R105,393
12:15,Monday,R106,285
12:15,Monday,R107,291
12:15,Monday,R108,238
12:15,Monday,R109,403
12:15,Monday,R110,428
12:15,Monday,R111,291
12:15,Monday,R112,540
12:30,Monday,R101,555
12:30,Monday,R102,359
12:30,Monday,R103,538
12:30,Monday,R104,352
12:30,Monday,R105,337
12:30,Monday,R106,283
12:30,Monday,R107,205
12:30,Monday,R108,180
12:30,Monday,R109,298
12:30,Monday,R110,426
12:30,Monday,R111,274
12:30,Monday,R112,448
12:45,Monday,R101,473
12:45,Monday,R102,301
12:45,Monday,R103,503
12:45,Monday,R104,274
12:45,Monday,R105,289
12:45,Monday,R106,223
12:45,Monday,R107,206
12:45,Monday,R108,186
12:45,Monday,R109,272
12:45,Monday,R110,352
12:45,Monday,R111,271
12:45,Monday,R112,421
13:00,Monday,R101,457
13:00,Monday,R102,280
13:00,Monday,R103,367
13:00,Monday,R104,235
13:00,Monday,R105,260
13:00,Monday,R106,211
13:00,Monday,R107,130
13:00,Monday,R108,198
13:00,Monday,R109,253
13:00,Monday,R110,296
13:00,Monday,R111,175
13:00,Monday,R112,303
13:15,Monday,R101,410
13:15,Monday,R102,274
13:15,Monday,R103,330
13:15,Monday,R104,188
13:15,Monday,R105,234
13:15,Monday,R106,213
13:15,Monday,R107,154
13:15,Monday,R108,111
13:15,Monday,R109,231
13:15,Monday,R110,281
13:15,Monday,R111,120
13:15,Monday,R112,319
13:30,Monday,R101,375
13:30,Monday,R102,284
13:30,Monday,R103,400
13:30,Monday,R104,242
13:30,Monday,R105,231
13:30,Monday,R106,140
13:30,Monday,R107,221
13:30,Monday,R108,146
13:30,Monday,R109,231
13:30,Monday,R110,281
13:30,Monday,R111,188
13:30,Monday,R112,310
13:45,Monday,R101,376
13:45,Monday,R102,260
13:45,Monday,R103,363
13:45,Monday,R104,207
13:45,Monday,R105,225
13:45,Monday,R106,175
13:45,Monday,R107,154
13:45,Monday,R108,186
13:45,Monday,R109,171
13:45,Monday,R110,316
13:45,Monday,R111,219
13:45,Monday,R112,270
14:00,Monday,R101,409
14:00,Monday,R102,284
14:00,Monday,R103,357
14:00,Monday,R104,219
14:00,Monday,R105,231
14:00,Monday,R106,228
14:00,Monday,R107,196
14:00,Monday,R108,192
14:00,Monday,R109,275
14:00,Monday,R110,279
14:00,Monday,R111,188
14:00,Monday,R112,358
14:15,Monday,R101,433
14:15,Monday,R102,345
14:15,Monday,R103,434
14:15,Monday,R104,260
14:15,Monday,R105,303
14:15,Monday,R106,215
14:15,Monday,R107,184
14:15,Monday,R108,209
14:15,Monday,R109,263
14:15,Monday,R110,354
14:15,Monday,R111,237
14:15,Monday,R112,377
14:30,Monday,R101,536
14:30,Monday,R102,344
14:30,Monday,R103,530
14:30,Monday,R104,308
14:30,Monday,R105,309
14:30,Monday,R106,258
14:30,Monday,R107,203
14:30,Monday,R108,172
14:30,Monday,R109,297
14:30,Monday,R110,398
14:30,Monday,R111,221
14:30,Monday,R112,485
14:45,Monday,R101,554
14:45,Monday,R102,480
14:45,Monday,R103,600
14:45,Monday,R104,366
14:45,Monday,R105,357
14:45,Monday,R106,279
14:45,Monday,R107,256
14:45,Monday,R108,271
14:45,Monday,R109,400
14:45,Monday,R110,444
14:45,Monday,R111,284
14:45,Monday,R112,513
15:00,Monday,R101,724
15:00,Monday,R102,472
15:00,Monday,R103,661
15:00,Monday,R104,456
15:00,Monday,R105,434
15:00,Monday,R106,310
15:00,Monday,R107,303
15:00,Monday,R108,296
15:00,Monday,R109,458
15:00,Monday,R110,491
15:00,Monday,R111,348
15:00,Monday,R112,579
15:15,Monday,R101,852
15:15,Monday,R102,559
15:15,Monday,R103,870
15:15,Monday,R104,531
15:15,Monday,R105,507
15:15,Monday,R106,393
15:15,Monday,R107,398
15:15,Monday,R108,365
15:15,Monday,R109,513
15:15,Monday,R110,560
15:15,Monday,R111,386
15:15,Monday,R112,713
15:30,Monday,R101,998
15:30,Monday,R102,686
15:30,Monday,R103,985
15:30,Monday,R104,591
15:30,Monday,R105,565
15:30,Monday,R106,394
15:30,Monday,R107,394
15:30,Monday,R108,366
15:30,Monday,R109,630
15:30,Monday,R110,722
15:30,Monday,R111,444
15:30,Monday,R112,933
15:45,Monday,R101,1150
15:45,Monday,R102,828
15:45,Monday,R103,1091
15:45,Monday,R104,736
15:45,Monday,R105,650
15:45,Monday,R106,498
15:45,Monday,R107,547
15:45,Monday,R108,462
15:45,Monday,R109,808
15:45,Monday,R110,768
15:45,Monday,R111,539
15:45,Monday,R112,1043
16:00,Monday,R101,1246
16:00,Monday,R102,1014
16:00,Monday,R103,1340
16:00,Monday,R104,797
16:00,Monday,R105,780
16:00,Monday,R106,589
16:00,Monday,R107,567
16:00,Monday,R108,492
16:00,Monday,R109,852
16:00,Monday,R110,890
16:00,Monday,R111,613
16:00,Monday,R112,1134
16:15,Monday,R101,1448
16:15,Monday,R102,990
16:15,Monday,R103,1486
16:15,Monday,R104,947
16:15,Monday,R105,869
16:15,Monday,R106,663
16:15,Monday,R107,643
16:15,Monday,R108,610
16:15,Monday,R109,990
16:15,Monday,R110,932
16:15,Monday,R111,703
16:15,Monday,R112,1251
16:30,Monday,R101,1600
16:30,Monday,R102,1094
16:30,Monday,R103,1534
16:30,Monday,R104,1067
16:30,Monday,R105,930
16:30,Monday,R106,717
16:30,Monday,R107,684
16:30,Monday,R108,661
16:30,Monday,R109,1143
16:30,Monday,R110,1080
16:30,Monday,R111,762
16:30,Monday,R112,1337
16:45,Monday,R101,1672
16:45,Monday,R102,1236
16:45,Monday,R103,1761
16:45,Monday,R104,1078
16:45,Monday,R105,1060
16:45,Monday,R106,720
16:45,Monday,R107,731
16:45,Monday,R108,699
16:45,Monday,R109,1264
16:45,Monday,R110,1202
16:45,Monday,R111,857
16:45,Monday,R112,1376
17:00,Monday,R101,1823
17:00,Monday,R102,1378
17:00,Monday,R103,1851
17:00,Monday,R104,1222
17:00,Monday,R105,1034
17:00,Monday,R106,843
17:00,Monday,R107,860
17:00,Monday,R108,742
17:00,Monday,R109,1231
17:00,Monday,R110,1340
17:00,Monday,R111,926
17:00,Monday,R112,1522
17:15,Monday,R101,1827
17:15,Monday,R102,1353
17:15,Monday,R103,1793
17:15,Monday,R104,1157
17:15,Monday,R105,1045
17:15,Monday,R106,791
17:15,Monday,R107,805
17:15,Monday,R108,789
17:15,Monday,R109,1391
17:15,Monday,R110,1241
17:15,Monday,R111,934
17:15,Monday,R112,1597
17:30,Monday,R101,1879
17:30,Monday,R102,1428
17:30,Monday,R103,1832
17:30,Monday,R104,1242
17:30,Monday,R105,1114
17:30,Monday,R106,847
17:30,Monday,R107,826
17:30,Monday,R108,877
17:30,Monday,R109,1277
17:30,Monday,R110,1282
17:30,Monday,R111,879
17:30,Monday,R112,1590
17:45,Monday,R101,1809
17:45,Monday,R102,1444
17:45,Monday,R103,2030
17:45,Monday,R104,1176
17:45,Monday,R105,1053
17:45,Monday,R106,837
17:45,Monday,R107,786
17:45,Monday,R108,803
17:45,Monday,R109,1312
17:45,Monday,R110,1210
17:45,Monday,R111,956
17:45,Monday,R112,1743
18:00,Monday,R101,1752
18:00,Monday,R102,1302
18:00,Monday,R103,1868
18:00,Monday,R104,1184
18:00,Monday,R105,1090
18:00,Monday,R106,864
18:00,Monday,R107,773
18:00,Monday,R108,727
18:00,Monday,R109,1178
18:00,Monday,R110,1216
18:00,Monday,R111,863
18:00,Monday,R112,1685
18:15,Monday,R101,1666
18:15,Monday,R102,1266
18:15,Monday,R103,1742
18:15,Monday,R104,1161
18:15,Monday,R105,1117
18:15,Monday,R106,732
18:15,Monday,R107,721
18:15,Monday,R108,747
18:15,Monday,R109,1223
18:15,Monday,R110,1290
18:15,Monday,R111,840
18:15,Monday,R112,1451
18:30,Monday,R101,1623
18:30,Monday,R102,1219
18:30,Monday,R103,1672
18:30,Monday,R104,1042
18:30,Monday,R105,976
18:30,Monday,R106,732
18:30,Monday,R107,725
18:30,Monday,R108,679
18:30,Monday,R109,1089
18:30,Monday,R110,1113
18:30,Monday,R111,800
18:30,Monday,R112,1315
18:45,Monday,R101,1461
18:45,Monday,R102,1034
18:45,Monday,R103,1463
18:45,Monday,R104,975
18:45,Monday,R105,855
18:45,Monday,R106,633
18:45,Monday,R107,582
18:45,Monday,R108,618
18:45,Monday,R109,1021
18:45,Monday,R110,1105
18:45,Monday,R111,680
18:45,Monday,R112,1251
19:00,Monday,R101,1296
19:00,Monday,R102,1004
19:00,Monday,R103,1293
19:00,Monday,R104,828
19:00,Monday,R105,779
19:00,Monday,R106,569
19:00,Monday,R107,540
19:00,Monday,R108,536
19:00,Monday,R109,923
19:00,Monday,R110,859
19:00,Monday,R111,619
19:00,Monday,R112,1068
19:15,Monday,R101,1186
19:15,Monday,R102,765
19:15,Monday,R103,1106
19:15,Monday,R104,725
19:15,Monday,R105,715
19:15,Monday,R106,493
19:15,Monday,R107,469
19:15,Monday,R108,511
19:15,Monday,R109,718
19:15,Monday,R110,714
19:15,Monday,R111,551
19:15,Monday,R112,944
19:30,Monday,R101,930
19:30,Monday,R102,731
19:30,Monday,R103,987
19:30,Monday,R104,596
19:30,Monday,R105,547
19:30,Monday,R106,451
19:30,Monday,R107,433
19:30,Monday,R108,397
19:30,Monday,R109,714
19:30,Monday,R110,656
19:30,Monday,R111,430
19:30,Monday,R112,808
19:45,Monday,R101,834
19:45,Monday,R102,612
19:45,Monday,R103,822
19:45,Monday,R104,528
19:45,Monday,R105,469
19:45,Monday,R106,404
19:45,Monday,R107,354
19:45,Monday,R108,368
19:45,Monday,R109,567
19:45,Monday,R110,606
19:45,Monday,R111,415
19:45,Monday,R112,726
20:00,Monday,R101,734
20:00,Monday,R102,547
20:00,Monday,R103,708
20:00,Monday,R104,454
20:00,Monday,R105,427
20:00,Monday,R106,350
20:00,Monday,R107,285
20:00,Monday,R108,332
20:00,Monday,R109,469
20:00,Monday,R110,474
20:00,Monday,R111,345
20:00,Monday,R112,586
20:15,Monday,R101,631
20:15,Monday,R102,419
20:15,Monday,R103,580
20:15,Monday,R104,319
20:15,Monday,R105,357
20:15,Monday,R106,207
20:15,Monday,R107,217
20:15,Monday,R108,261
20:15,Monday,R109,414
20:15,Monday,R110,449
20:15,Monday,R111,268
20:15,Monday,R112,511
20:30,Monday,R101,522
20:30,Monday,R102,342
20:30,Monday,R103,539
20:30,Monday,R104,331
20:30,Monday,R105,313
20:30,Monday,R106,230
20:30,Monday,R107,224
20:30,Monday,R108,154
20:30,Monday,R109,326
20:30,Monday,R110,362
20:30,Monday,R111,226
20:30,Monday,R112,430
20:45,Monday,R101,498
20:45,Monday,R102,336
20:45,Monday,R103,415
20:45,Monday,R104,277
20:45,Monday,R105,314
20:45,Monday,R106,223
20:45,Monday,R107,190
20:45,Monday,R108,159
20:45,Monday,R109,300
20:45,Monday,R110,341
20:45,Monday,R111,240
20:45,Monday,R112,392
21:00,Monday,R101,427
21:00,Monday,R102,267
21:00,Monday,R103,407
21:00,Monday,R104,232
21:00,Monday,R105,301
21:00,Monday,R106,159
21:00,Monday,R107,208
21:00,Monday,R108,158
21:00,Monday,R109,228
21:00,Monday,R110,283
21:00,Monday,R111,184
21:00,Monday,R112,341
21:15,Monday,R101,374
21:15,Monday,R102,237
21:15,Monday,R103,332
21:15,Monday,R104,254
21:15,Monday,R105,269
21:15,Monday,R106,170
21:15,Monday,R107,149
21:15,Monday,R108,139
21:15,Monday,R109,232
21:15,Monday,R110,243
21:15,Monday,R111,167
21:15,Monday,R112,254
21:30,Monday,R101,343
21:30,Monday,R102,246
21:30,Monday,R103,290
21:30,Monday,R104,221
21:30,Monday,R105,179
21:30,Monday,R106,110
21:30,Monday,R107,141
21:30,Monday,R108,150
21:30,Monday,R109,238
21:30,Monday,R110,237
21:30,Monday,R111,187
21:30,Monday,R112,270
21:45,Monday,R101,308
21:45,Monday,R102,237
21:45,Monday,R103,298
21:45,Monday,R104,129
21:45,Monday,R105,235
21:45,Monday,R106,172
21:45,Monday,R107,111
21:45,Monday,R108,125
21:45,Monday,R109,193
21:45,Monday,R110,241
21:45,Monday,R111,136
21:45,Monday,R112,236
22:00,Monday,R101,298
22:00,Monday,R102,234
22:00,Monday,R103,281
22:00,Monday,R104,150
22:00,Monday,R105,209
22:00,Monday,R106,80
22:00,Monday,R107,149
